ID,y
1,71.34111785888672
2,96.18146514892578
3,96.18070220947266
4,96.18437194824219
5,96.18058013916016
8,100.45701599121094
10,96.18323516845703
11,96.18323516845703
12,109.30902862548828
14,96.18083190917969
15,108.21184539794922
16,106.25138092041016
17,99.7374038696289
19,96.18058013916016
20,96.75248718261719
21,99.78573608398438
22,108.7523193359375
23,115.21952819824219
26,96.18070220947266
28,92.00675201416016
29,99.61164855957031
33,99.61164855957031
35,96.18058013916016
41,100.11517333984375
42,87.7357177734375
43,129.79876708984375
45,99.55670928955078
46,96.21929168701172
51,96.18171691894531
53,96.18095397949219
55,96.18070220947266
56,96.18058013916016
57,116.02166748046875
58,96.18070220947266
59,103.6927490234375
63,96.18070220947266
64,97.52609252929688
65,96.2845687866211
69,96.18083190917969
71,96.18083190917969
72,96.18095397949219
73,96.18070220947266
76,100.96333312988281
77,96.18058013916016
78,110.82310485839844
82,96.18108367919922
83,96.2845687866211
84,96.1934814453125
85,96.18133544921875
87,96.19853973388672
88,100.11517333984375
89,96.18386840820312
91,96.3335952758789
93,96.18095397949219
94,96.18058013916016
95,98.41558074951172
96,96.2490234375
97,96.18070220947266
98,96.18070220947266
99,96.18222045898438
101,101.98885345458984
103,96.18386840820312
104,96.20056915283203
105,96.22611999511719
110,96.18108367919922
111,96.18083190917969
113,96.18070220947266
114,100.76116180419922
115,104.9568862915039
117,96.18386840820312
120,96.68910217285156
121,97.8260269165039
122,96.18083190917969
123,96.18070220947266
126,96.18058013916016
132,96.18133544921875
135,99.85455322265625
137,96.18058013916016
138,96.18108367919922
140,96.18171691894531
142,99.28385162353516
144,97.11529541015625
148,96.18070220947266
149,106.8890151977539
155,98.15464782714844
156,96.8997802734375
157,96.18070220947266
162,97.03113555908203
163,96.23674774169922
167,98.75413513183594
172,105.57123565673828
179,96.18070220947266
180,96.18070220947266
181,96.18070220947266
182,96.18146514892578
183,96.18386840820312
185,96.18386840820312
187,96.18070220947266
188,96.18095397949219
189,96.30278778076172
191,96.18095397949219
192,98.92961120605469
193,96.35630798339844
194,96.18045043945312
195,96.18058013916016
196,96.18070220947266
198,96.18070220947266
199,96.6288833618164
201,97.63827514648438
204,96.18487548828125
205,108.00436401367188
206,102.21810150146484
210,96.18183898925781
211,101.98885345458984
216,99.97171020507812
219,103.57787322998047
220,96.18121337890625
221,96.35567474365234
226,96.18070220947266
227,96.18108367919922
228,96.31493377685547
230,96.22738647460938
231,96.18070220947266
235,109.13085174560547
236,96.27204895019531
238,97.12904357910156
242,96.18171691894531
243,96.18412017822266
244,96.19107818603516
245,103.41290283203125
247,96.18070220947266
248,96.84420776367188
249,96.20967864990234
250,96.9849853515625
251,96.27204895019531
253,109.13085174560547
254,96.18083190917969
256,96.18095397949219
257,96.18083190917969
258,96.18058013916016
259,96.18083190917969
262,96.18058013916016
266,114.98897552490234
267,96.18070220947266
272,96.18095397949219
273,96.18386840820312
275,96.18045043945312
276,96.25559997558594
279,96.18058013916016
280,96.2845687866211
283,100.62958526611328
285,96.20082092285156
288,96.18386840820312
289,99.64454650878906
290,99.30826568603516
291,96.18083190917969
292,96.18058013916016
293,96.33492279052734
296,96.18070220947266
297,96.18070220947266
298,109.8615951538086
299,96.18121337890625
304,98.19905090332031
305,96.54544830322266
306,96.29153442382812
307,96.18058013916016
311,99.79737091064453
313,96.18058013916016
314,96.18070220947266
316,96.45600128173828
324,103.59963989257812
327,96.22232818603516
329,96.44245910644531
330,96.18070220947266
337,97.63761138916016
338,96.18070220947266
339,96.18196868896484
340,97.2904281616211
343,101.15132904052734
345,108.4638671875
346,96.18070220947266
347,96.18058013916016
349,98.63343811035156
350,96.18665313720703
352,96.18070220947266
353,100.62401580810547
354,96.18045043945312
357,96.18070220947266
358,96.18045043945312
362,96.18209838867188
364,104.44070434570312
365,96.18412017822266
366,96.18070220947266
367,96.18070220947266
368,96.18083190917969
370,96.18323516845703
373,96.18070220947266
377,96.18070220947266
378,96.18196868896484
382,100.83782958984375
384,96.29469299316406
390,96.1858901977539
392,96.18058013916016
393,96.18196868896484
395,96.18260192871094
396,103.33800506591797
399,96.18083190917969
406,96.18058013916016
408,96.18058013916016
409,96.36092376708984
410,96.18070220947266
412,96.18058013916016
413,98.87229919433594
419,96.48149108886719
420,96.18083190917969
421,98.86432647705078
430,98.6496353149414
434,96.19601440429688
436,97.2939682006836
437,96.18095397949219
438,99.7796630859375
439,96.22219848632812
440,96.18070220947266
443,96.22611999511719
446,96.18196868896484
448,96.18222045898438
452,96.1823501586914
453,107.05500030517578
457,97.11923217773438
458,96.18538665771484
459,110.46177673339844
460,106.51959228515625
462,96.21967315673828
464,104.36732482910156
465,103.45136260986328
467,96.18058013916016
471,96.6376724243164
472,96.18070220947266
473,96.18083190917969
475,96.18133544921875
480,96.18083190917969
488,96.1963882446289
490,96.18058013916016
491,99.1340560913086
492,96.18095397949219
493,96.18083190917969
497,96.18905639648438
498,96.18070220947266
499,96.18399047851562
500,96.19841766357422
501,96.21005249023438
502,96.18070220947266
506,96.530517578125
510,96.18146514892578
511,96.18222045898438
512,96.19525146484375
516,96.18108367919922
518,96.18058013916016
519,96.18070220947266
521,96.56758880615234
522,101.7646713256836
526,100.10454559326172
529,104.36985778808594
532,100.35555267333984
533,96.18058013916016
536,96.68802642822266
537,96.18121337890625
539,96.18070220947266
540,100.19083404541016
541,96.18070220947266
543,96.85698699951172
546,96.18070220947266
547,96.18222045898438
548,96.18095397949219
551,96.18058013916016
552,100.50636291503906
556,96.18058013916016
557,96.18095397949219
558,96.18070220947266
559,96.18058013916016
560,105.1896743774414
562,106.20785522460938
566,96.18095397949219
570,96.18070220947266
571,96.18095397949219
572,96.26976776123047
573,96.18070220947266
575,103.45136260986328
576,96.18058013916016
577,96.18753814697266
579,96.18183898925781
580,96.18045043945312
581,96.18285369873047
589,96.18058013916016
591,108.98814392089844
593,96.18070220947266
594,104.08747863769531
595,96.18058013916016
598,96.18070220947266
602,96.18058013916016
604,96.18310546875
